scan_id,ticket_id,order_id,event_id,gate,scanned_at
SCN-2-00001,ORD-00447-T3,ORD-00447,EV-02,MAIN-1,2025-07-02 19:00:00
SCN-2-00002,ORD-00831-T4,ORD-00831,EV-02,MAIN-2,2025-07-02 19:00:00
SCN-2-00003,ORD-00925-T2,ORD-00925,EV-02,MAIN-1,2025-07-02 19:00:00
SCN-2-00004,ORD-00986-T1,ORD-00986,EV-02,MAIN-1,2025-07-02 19:00:00
SCN-2-00005,ORD-01387-T3,ORD-01387,EV-02,SIDE-A,2025-07-02 19:00:00
SCN-2-00006,ORD-01521-T5,ORD-01521,EV-02,MAIN-1,2025-07-02 19:00:00
SCN-2-00007,ORD-01719-T3,ORD-01719,EV-02,MAIN-1,2025-07-02 19:00:00
SCN-2-00008,ORD-02014-T2,ORD-02014,EV-02,SIDE-A,2025-07-02 19:00:00
SCN-2-00009,ORD-02043-T1,ORD-02043,EV-02,SIDE-A,2025-07-02 19:00:00
SCN-2-00010,ORD-02071-T1,ORD-02071,EV-02,SIDE-A,2025-07-02 19:00:00
SCN-2-00011,ORD-02162-T2,ORD-02162,EV-02,SIDE-A,2025-07-02 19:00:00
SCN-2-00012,ORD-02330-T1,ORD-02330,EV-02,MAIN-1,2025-07-02 19:00:00
SCN-2-00013,ORD-02506-T2,ORD-02506,EV-02,MAIN-2,2025-07-02 19:00:00
SCN-2-00014,ORD-02675-T1,ORD-02675,EV-02,MAIN-1,2025-07-02 19:00:00
SCN-2-00015,ORD-00859-T1,ORD-00859,EV-02,SIDE-A,2025-07-02 19:00:10
SCN-2-00016,ORD-02708-T2,ORD-02708,EV-02,MAIN-1,2025-07-02 19:00:32
SCN-2-00017,ORD-00225-T3,ORD-00225,EV-02,MAIN-1,2025-07-02 19:00:39
SCN-2-00018,ORD-01144-T1,ORD-01144,EV-02,MAIN-1,2025-07-02 19:00:49
SCN-2-00019,ORD-02562-T2,ORD-02562,EV-02,SIDE-A,2025-07-02 19:01:23
SCN-2-00020,ORD-02702-T3,ORD-02702,EV-02,MAIN-1,2025-07-02 19:01:49
SCN-2-00021,ORD-01215-T2,ORD-01215,EV-02,SIDE-A,2025-07-02 19:02:01
SCN-2-00022,ORD-01387-T3,ORD-01387,EV-02,MAIN-1,2025-07-02 19:02:27
SCN-2-00023,ORD-01300-T2,ORD-01300,EV-02,MAIN-2,2025-07-02 19:02:51
SCN-2-00024,ORD-00863-T1,ORD-00863,EV-02,SIDE-A,2025-07-02 19:03:05
SCN-2-00025,ORD-02734-T1,ORD-02734,EV-02,MAIN-2,2025-07-02 19:03:33
SCN-2-00026,ORD-02597-T1,ORD-02597,EV-02,SIDE-A,2025-07-02 19:03:43
SCN-2-00027,ORD-00325-T1,ORD-00325,EV-02,MAIN-1,2025-07-02 19:04:08
SCN-2-00028,ORD-00935-T2,ORD-00935,EV-02,SIDE-A,2025-07-02 19:04:19
SCN-2-00029,ORD-02626-T1,ORD-02626,EV-02,MAIN-2,2025-07-02 19:04:20
SCN-2-00030,ORD-02785-T3,ORD-02785,EV-02,MAIN-1,2025-07-02 19:04:40
SCN-2-00031,ORD-02469-T1,ORD-02469,EV-02,SIDE-A,2025-07-02 19:04:44
SCN-2-00032,ORD-00330-T1,ORD-00330,EV-02,SIDE-A,2025-07-02 19:04:54
SCN-2-00033,ORD-00436-T1,ORD-00436,EV-02,MAIN-2,2025-07-02 19:05:22
SCN-2-00034,ORD-01946-T2,ORD-01946,EV-02,SIDE-A,2025-07-02 19:05:23
SCN-2-00035,ORD-02666-T3,ORD-02666,EV-02,MAIN-2,2025-07-02 19:05:42
