scan_id,ticket_id,order_id,event_id,gate,scanned_at
SCN-4-00001,ORD-00218-T2,ORD-00218,EV-04,MAIN-1,2025-07-04 19:00:00
SCN-4-00002,ORD-00244-T1,ORD-00244,EV-04,MAIN-1,2025-07-04 19:00:00
SCN-4-00003,ORD-00892-T1,ORD-00892,EV-04,MAIN-2,2025-07-04 19:00:00
SCN-4-00004,ORD-00950-T6,ORD-00950,EV-04,MAIN-1,2025-07-04 19:00:00
SCN-4-00005,ORD-01124-T1,ORD-01124,EV-04,MAIN-2,2025-07-04 19:00:00
SCN-4-00006,ORD-01206-T3,ORD-01206,EV-04,MAIN-1,2025-07-04 19:00:00
SCN-4-00007,ORD-01253-T1,ORD-01253,EV-04,MAIN-1,2025-07-04 19:00:00
SCN-4-00008,ORD-01598-T1,ORD-01598,EV-04,MAIN-1,2025-07-04 19:00:00
SCN-4-00009,ORD-01994-T1,ORD-01994,EV-04,MAIN-2,2025-07-04 19:00:00
SCN-4-00010,ORD-02000-T1,ORD-02000,EV-04,MAIN-1,2025-07-04 19:00:00
SCN-4-00011,ORD-02254-T1,ORD-02254,EV-04,MAIN-2,2025-07-04 19:00:00
SCN-4-00012,ORD-02366-T5,ORD-02366,EV-04,MAIN-2,2025-07-04 19:00:00
SCN-4-00013,ORD-02572-T1,ORD-02572,EV-04,MAIN-1,2025-07-04 19:00:00
SCN-4-00014,ORD-02788-T1,ORD-02788,EV-04,SIDE-A,2025-07-04 19:00:00
SCN-4-00015,ORD-02807-T2,ORD-02807,EV-04,SIDE-A,2025-07-04 19:00:00
SCN-4-00016,ORD-02960-T1,ORD-02960,EV-04,MAIN-1,2025-07-04 19:00:00
SCN-4-00017,ORD-03004-T6,ORD-03004,EV-04,MAIN-1,2025-07-04 19:00:00
SCN-4-00018,ORD-03014-T2,ORD-03014,EV-04,MAIN-1,2025-07-04 19:00:00
SCN-4-00019,ORD-03022-T1,ORD-03022,EV-04,MAIN-1,2025-07-04 19:00:00
SCN-4-00020,ORD-03062-T1,ORD-03062,EV-04,SIDE-A,2025-07-04 19:00:00
SCN-4-00021,ORD-03093-T2,ORD-03093,EV-04,MAIN-2,2025-07-04 19:00:00
SCN-4-00022,ORD-03171-T3,ORD-03171,EV-04,MAIN-1,2025-07-04 19:00:00
SCN-4-00023,ORD-03049-T2,ORD-03049,EV-04,MAIN-1,2025-07-04 19:00:13
SCN-4-00024,ORD-02192-T1,ORD-02192,EV-04,MAIN-1,2025-07-04 19:00:58
SCN-4-00025,ORD-01370-T3,ORD-01370,EV-04,MAIN-1,2025-07-04 19:01:06
SCN-4-00026,ORD-02981-T3,ORD-02981,EV-04,MAIN-1,2025-07-04 19:01:10
SCN-4-00027,ORD-00589-T2,ORD-00589,EV-04,MAIN-1,2025-07-04 19:01:28
SCN-4-00028,ORD-01628-T1,ORD-01628,EV-04,SIDE-A,2025-07-04 19:01:31
SCN-4-00029,ORD-01184-T5,ORD-01184,EV-04,MAIN-2,2025-07-04 19:01:59
SCN-4-00030,ORD-02441-T1,ORD-02441,EV-04,MAIN-2,2025-07-04 19:01:59
SCN-4-00031,ORD-03173-T2,ORD-03173,EV-04,SIDE-A,2025-07-04 19:02:11
SCN-4-00032,ORD-02578-T4,ORD-02578,EV-04,SIDE-A,2025-07-04 19:02:13
SCN-4-00033,ORD-00399-T2,ORD-00399,EV-04,MAIN-1,2025-07-04 19:02:16
SCN-4-00034,ORD-00647-T1,ORD-00647,EV-04,MAIN-1,2025-07-04 19:02:20
SCN-4-00035,ORD-02719-T4,ORD-02719,EV-04,SIDE-A,2025-07-04 19:02:53
SCN-4-00036,ORD-00529-T2,ORD-00529,EV-04,MAIN-1,2025-07-04 19:02:56
SCN-4-00037,ORD-02096-T1,ORD-02096,EV-04,SIDE-A,2025-07-04 19:03:04
SCN-4-00038,ORD-02356-T3,ORD-02356,EV-04,MAIN-2,2025-07-04 19:03:12
SCN-4-00039,ORD-02704-T2,ORD-02704,EV-04,MAIN-2,2025-07-04 19:03:51
SCN-4-00040,ORD-02023-T1,ORD-02023,EV-04,MAIN-2,2025-07-04 19:03:54
SCN-4-00041,ORD-02874-T3,ORD-02874,EV-04,MAIN-1,2025-07-04 19:04:21
SCN-4-00042,ORD-00948-T5,ORD-00948,EV-04,MAIN-1,2025-07-04 19:04:24
SCN-4-00043,ORD-01895-T1,ORD-01895,EV-04,MAIN-2,2025-07-04 19:04:44
SCN-4-00044,ORD-00366-T2,ORD-00366,EV-04,MAIN-1,2025-07-04 19:04:56
SCN-4-00045,ORD-01402-T4,ORD-01402,EV-04,MAIN-1,2025-07-04 19:04:58
SCN-4-00046,ORD-02023-T2,ORD-02023,EV-04,MAIN-2,2025-07-04 19:05:00
SCN-4-00047,ORD-02912-T4,ORD-02912,EV-04,MAIN-1,2025-07-04 19:05:15
SCN-4-00048,ORD-01724-T1,ORD-01724,EV-04,MAIN-2,2025-07-04 19:05:25
SCN-4-00049,ORD-02874-T3,ORD-02874,EV-04,SIDE-A,2025-07-04 19:05:27
SCN-4-00050,ORD-01494-T2,ORD-01494,EV-04,MAIN-2,2025-07-04 19:05:54
SCN-4-00051,ORD-02629-T2,ORD-02629,EV-04,MAIN-2,2025-07-04 19:05:57
SCN-4-00052,ORD-00954-T6,ORD-00954,EV-04,MAIN-1,2025-07-04 19:06:08
SCN-4-00053,ORD-03026-T1,ORD-03026,EV-04,MAIN-2,2025-07-04 19:06:18
SCN-4-00054,ORD-02807-T1,ORD-02807,EV-04,MAIN-1,2025-07-04 19:06:31
SCN-4-00055,ORD-02661-T1,ORD-02661,EV-04,MAIN-1,2025-07-04 19:06:45
SCN-4-00056,ORD-00954-T6,ORD-00954,EV-04,MAIN-1,2025-07-04 19:07:08
SCN-4-00057,ORD-01259-T1,ORD-01259,EV-04,MAIN-2,2025-07-04 19:07:12
SCN-4-00058,ORD-01130-T1,ORD-01130,EV-04,MAIN-2,2025-07-04 19:07:14
SCN-4-00059,ORD-01743-T1,ORD-01743,EV-04,MAIN-2,2025-07-04 19:07:17
SCN-4-00060,ORD-00209-T2,ORD-00209,EV-04,MAIN-1,2025-07-04 19:07:51
SCN-4-00061,ORD-00948-T6,ORD-00948,EV-04,SIDE-A,2025-07-04 19:07:53
SCN-4-00062,ORD-02129-T2,ORD-02129,EV-04,SIDE-A,2025-07-04 19:07:53
SCN-4-00063,ORD-01236-T3,ORD-01236,EV-04,MAIN-2,2025-07-04 19:08:05
SCN-4-00064,ORD-01402-T3,ORD-01402,EV-04,SIDE-A,2025-07-04 19:08:12
SCN-4-00065,ORD-03000-T2,ORD-03000,EV-04,SIDE-A,2025-07-04 19:08:19
SCN-4-00066,ORD-02988-T1,ORD-02988,EV-04,MAIN-1,2025-07-04 19:08:30
SCN-4-00067,ORD-01301-T5,ORD-01301,EV-04,MAIN-2,2025-07-04 19:08:35
SCN-4-00068,ORD-00171-T1,ORD-00171,EV-04,MAIN-2,2025-07-04 19:08:37
SCN-4-00069,ORD-00528-T1,ORD-00528,EV-04,MAIN-2,2025-07-04 19:08:44
SCN-4-00070,ORD-00499-T5,ORD-00499,EV-04,MAIN-1,2025-07-04 19:08:48
SCN-4-00071,ORD-02936-T2,ORD-02936,EV-04,MAIN-2,2025-07-04 19:08:52
SCN-4-00072,ORD-01862-T1,ORD-01862,EV-04,MAIN-1,2025-07-04 19:08:54
SCN-4-00073,ORD-02953-T1,ORD-02953,EV-04,MAIN-2,2025-07-04 19:08:59
SCN-4-00074,ORD-00280-T2,ORD-00280,EV-04,MAIN-2,2025-07-04 19:09:49
SCN-4-00075,ORD-02588-T3,ORD-02588,EV-04,MAIN-1,2025-07-04 19:09:50
SCN-4-00076,ORD-02028-T3,ORD-02028,EV-04,MAIN-1,2025-07-04 19:10:04
SCN-4-00077,ORD-02166-T1,ORD-02166,EV-04,MAIN-2,2025-07-04 19:10:04
SCN-4-00078,ORD-00489-T1,ORD-00489,EV-04,MAIN-2,2025-07-04 19:10:14
SCN-4-00079,ORD-02960-T3,ORD-02960,EV-04,MAIN-2,2025-07-04 19:10:29
SCN-4-00080,ORD-02704-T1,ORD-02704,EV-04,MAIN-2,2025-07-04 19:10:30
SCN-4-00081,ORD-00263-T1,ORD-00263,EV-04,MAIN-2,2025-07-04 19:10:33
SCN-4-00082,ORD-03171-T1,ORD-03171,EV-04,MAIN-2,2025-07-04 19:10:36
SCN-4-00083,ORD-01910-T1,ORD-01910,EV-04,MAIN-2,2025-07-04 19:10:42
SCN-4-00084,ORD-03105-T1,ORD-03105,EV-04,SIDE-A,2025-07-04 19:10:50
SCN-4-00085,ORD-00443-T2,ORD-00443,EV-04,MAIN-2,2025-07-04 19:10:52
SCN-4-00086,ORD-02984-T1,ORD-02984,EV-04,MAIN-1,2025-07-04 19:11:08
SCN-4-00087,ORD-00065-T1,ORD-00065,EV-04,MAIN-2,2025-07-04 19:11:10
SCN-4-00088,ORD-00582-T1,ORD-00582,EV-04,MAIN-2,2025-07-04 19:11:17
SCN-4-00089,ORD-00954-T2,ORD-00954,EV-04,MAIN-1,2025-07-04 19:11:20
SCN-4-00090,ORD-01190-T2,ORD-01190,EV-04,MAIN-2,2025-07-04 19:11:23
SCN-4-00091,ORD-00185-T2,ORD-00185,EV-04,MAIN-1,2025-07-04 19:11:28
SCN-4-00092,ORD-00440-T1,ORD-00440,EV-04,MAIN-1,2025-07-04 19:11:53
SCN-4-00093,ORD-00954-T4,ORD-00954,EV-04,SIDE-A,2025-07-04 19:12:03
SCN-4-00094,ORD-00634-T2,ORD-00634,EV-04,MAIN-1,2025-07-04 19:12:05
SCN-4-00095,ORD-03116-T1,ORD-03116,EV-04,MAIN-2,2025-07-04 19:12:05
SCN-4-00096,ORD-01223-T2,ORD-01223,EV-04,MAIN-2,2025-07-04 19:12:10
SCN-4-00097,ORD-00921-T1,ORD-00921,EV-04,MAIN-1,2025-07-04 19:12:14
SCN-4-00098,ORD-00082-T2,ORD-00082,EV-04,MAIN-1,2025-07-04 19:12:15
SCN-4-00099,ORD-00395-T1,ORD-00395,EV-04,MAIN-2,2025-07-04 19:12:18
SCN-4-00100,ORD-02914-T3,ORD-02914,EV-04,MAIN-1,2025-07-04 19:12:42
SCN-4-00101,ORD-01116-T1,ORD-01116,EV-04,MAIN-1,2025-07-04 19:12:47
SCN-4-00102,ORD-01507-T2,ORD-01507,EV-04,MAIN-1,2025-07-04 19:13:00
SCN-4-00103,ORD-00919-T2,ORD-00919,EV-04,MAIN-2,2025-07-04 19:13:20
SCN-4-00104,ORD-00263-T2,ORD-00263,EV-04,MAIN-1,2025-07-04 19:14:01
SCN-4-00105,ORD-02318-T1,ORD-02318,EV-04,MAIN-1,2025-07-04 19:14:06
SCN-4-00106,ORD-01543-T3,ORD-01543,EV-04,MAIN-1,2025-07-04 19:14:13
SCN-4-00107,ORD-02791-T2,ORD-02791,EV-04,MAIN-2,2025-07-04 19:14:20
SCN-4-00108,ORD-02123-T1,ORD-02123,EV-04,MAIN-2,2025-07-04 19:14:26
SCN-4-00109,ORD-00303-T2,ORD-00303,EV-04,MAIN-1,2025-07-04 19:14:32
SCN-4-00110,ORD-01063-T1,ORD-01063,EV-04,SIDE-A,2025-07-04 19:14:34
SCN-4-00111,ORD-02884-T1,ORD-02884,EV-04,SIDE-A,2025-07-04 19:14:36
SCN-4-00112,ORD-02045-T3,ORD-02045,EV-04,MAIN-2,2025-07-04 19:14:43
SCN-4-00113,ORD-02796-T2,ORD-02796,EV-04,MAIN-1,2025-07-04 19:14:55
SCN-4-00114,ORD-02853-T2,ORD-02853,EV-04,MAIN-1,2025-07-04 19:14:56
SCN-4-00115,ORD-01713-T2,ORD-01713,EV-04,MAIN-2,2025-07-04 19:14:57
SCN-4-00116,ORD-02343-T5,ORD-02343,EV-04,MAIN-1,2025-07-04 19:14:57
SCN-4-00117,ORD-02904-T3,ORD-02904,EV-04,MAIN-1,2025-07-04 19:14:59
SCN-4-00118,ORD-00414-T1,ORD-00414,EV-04,MAIN-2,2025-07-04 19:15:12
SCN-4-00119,ORD-02639-T1,ORD-02639,EV-04,MAIN-2,2025-07-04 19:15:18
SCN-4-00120,ORD-01825-T2,ORD-01825,EV-04,MAIN-1,2025-07-04 19:15:24
SCN-4-00121,ORD-02934-T1,ORD-02934,EV-04,MAIN-2,2025-07-04 19:15:26
SCN-4-00122,ORD-00625-T1,ORD-00625,EV-04,MAIN-2,2025-07-04 19:15:32
SCN-4-00123,ORD-02316-T3,ORD-02316,EV-04,MAIN-1,2025-07-04 19:15:38
SCN-4-00124,ORD-02788-T2,ORD-02788,EV-04,MAIN-1,2025-07-04 19:15:50
SCN-4-00125,ORD-01617-T5,ORD-01617,EV-04,MAIN-2,2025-07-04 19:15:53
SCN-4-00126,ORD-02904-T4,ORD-02904,EV-04,SIDE-A,2025-07-04 19:15:55
SCN-4-00127,ORD-01075-T2,ORD-01075,EV-04,MAIN-1,2025-07-04 19:15:56
SCN-4-00128,ORD-03015-T4,ORD-03015,EV-04,MAIN-1,2025-07-04 19:16:02
SCN-4-00129,ORD-03161-T2,ORD-03161,EV-04,MAIN-1,2025-07-04 19:16:11
SCN-4-00130,ORD-03139-T2,ORD-03139,EV-04,MAIN-2,2025-07-04 19:16:17
SCN-4-00131,ORD-01206-T1,ORD-01206,EV-04,MAIN-2,2025-07-04 19:16:35
SCN-4-00132,ORD-01616-T2,ORD-01616,EV-04,MAIN-1,2025-07-04 19:16:36
SCN-4-00133,ORD-01543-T1,ORD-01543,EV-04,MAIN-1,2025-07-04 19:16:39
SCN-4-00134,ORD-00385-T2,ORD-00385,EV-04,MAIN-1,2025-07-04 19:16:42
SCN-4-00135,ORD-00499-T3,ORD-00499,EV-04,MAIN-1,2025-07-04 19:16:49
SCN-4-00136,ORD-01450-T3,ORD-01450,EV-04,MAIN-1,2025-07-04 19:16:53
SCN-4-00137,ORD-01403-T1,ORD-01403,EV-04,MAIN-1,2025-07-04 19:16:58
SCN-4-00138,ORD-00982-T1,ORD-00982,EV-04,MAIN-2,2025-07-04 19:17:02
SCN-4-00139,ORD-02729-T1,ORD-02729,EV-04,MAIN-1,2025-07-04 19:17:02
SCN-4-00140,ORD-01548-T4,ORD-01548,EV-04,MAIN-1,2025-07-04 19:17:13
SCN-4-00141,ORD-01066-T2,ORD-01066,EV-04,SIDE-A,2025-07-04 19:17:19
SCN-4-00142,ORD-03016-T4,ORD-03016,EV-04,MAIN-1,2025-07-04 19:17:21
SCN-4-00143,ORD-00928-T3,ORD-00928,EV-04,MAIN-1,2025-07-04 19:17:22
SCN-4-00144,ORD-02414-T5,ORD-02414,EV-04,MAIN-1,2025-07-04 19:17:30
SCN-4-00145,ORD-01219-T1,ORD-01219,EV-04,MAIN-2,2025-07-04 19:17:36
SCN-4-00146,ORD-01206-T4,ORD-01206,EV-04,MAIN-2,2025-07-04 19:17:39
SCN-4-00147,ORD-03173-T1,ORD-03173,EV-04,MAIN-1,2025-07-04 19:17:43
SCN-4-00148,ORD-01458-T2,ORD-01458,EV-04,MAIN-2,2025-07-04 19:17:50
SCN-4-00149,ORD-01093-T3,ORD-01093,EV-04,MAIN-2,2025-07-04 19:18:07
SCN-4-00150,ORD-01374-T1,ORD-01374,EV-04,SIDE-A,2025-07-04 19:18:11
SCN-4-00151,ORD-01920-T2,ORD-01920,EV-04,MAIN-1,2025-07-04 19:18:16
SCN-4-00152,ORD-00369-T1,ORD-00369,EV-04,MAIN-1,2025-07-04 19:18:17
SCN-4-00153,ORD-03073-T3,ORD-03073,EV-04,MAIN-2,2025-07-04 19:18:27
SCN-4-00154,ORD-02778-T2,ORD-02778,EV-04,MAIN-1,2025-07-04 19:18:36
SCN-4-00155,ORD-01910-T2,ORD-01910,EV-04,MAIN-2,2025-07-04 19:18:44
SCN-4-00156,ORD-02719-T3,ORD-02719,EV-04,MAIN-1,2025-07-04 19:18:50
SCN-4-00157,ORD-02231-T2,ORD-02231,EV-04,MAIN-1,2025-07-04 19:18:59
SCN-4-00158,ORD-00858-T1,ORD-00858,EV-04,MAIN-2,2025-07-04 19:19:00
SCN-4-00159,ORD-01548-T2,ORD-01548,EV-04,MAIN-2,2025-07-04 19:19:05
SCN-4-00160,ORD-03109-T1,ORD-03109,EV-04,SIDE-A,2025-07-04 19:19:09
SCN-4-00161,ORD-02305-T1,ORD-02305,EV-04,MAIN-1,2025-07-04 19:19:15
SCN-4-00162,ORD-00590-T1,ORD-00590,EV-04,SIDE-A,2025-07-04 19:19:18
SCN-4-00163,ORD-00529-T1,ORD-00529,EV-04,MAIN-1,2025-07-04 19:19:30
SCN-4-00164,ORD-01900-T1,ORD-01900,EV-04,SIDE-A,2025-07-04 19:19:30
SCN-4-00165,ORD-03089-T2,ORD-03089,EV-04,MAIN-2,2025-07-04 19:19:36
SCN-4-00166,ORD-01994-T4,ORD-01994,EV-04,MAIN-2,2025-07-04 19:19:40
SCN-4-00167,ORD-02883-T3,ORD-02883,EV-04,SIDE-A,2025-07-04 19:19:45
SCN-4-00168,ORD-00414-T2,ORD-00414,EV-04,MAIN-2,2025-07-04 19:19:56
SCN-4-00169,ORD-01708-T1,ORD-01708,EV-04,MAIN-1,2025-07-04 19:19:56
SCN-4-00170,ORD-02327-T1,ORD-02327,EV-04,MAIN-2,2025-07-04 19:19:59
SCN-4-00171,ORD-03051-T2,ORD-03051,EV-04,SIDE-A,2025-07-04 19:19:59
SCN-4-00172,ORD-01751-T1,ORD-01751,EV-04,MAIN-1,2025-07-04 19:20:04
SCN-4-00173,ORD-03009-T1,ORD-03009,EV-04,MAIN-1,2025-07-04 19:20:06
SCN-4-00174,ORD-03131-T1,ORD-03131,EV-04,MAIN-2,2025-07-04 19:20:07
SCN-4-00175,ORD-02176-T2,ORD-02176,EV-04,MAIN-2,2025-07-04 19:20:14
SCN-4-00176,ORD-03087-T2,ORD-03087,EV-04,MAIN-1,2025-07-04 19:20:26
SCN-4-00177,ORD-02968-T2,ORD-02968,EV-04,MAIN-1,2025-07-04 19:20:35
